variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
LBDSTRSI,2011-2012,BIOPRO_G,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2013-2014,BIOPRO_H,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2015-2016,BIOPRO_I,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2017-2018,BIOPRO_J,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2011-2012,TRIGLY_G,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,1999-2000,LAB13AM,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2003-2004,L13AM_C,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2005-2006,TRIGLY_D,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2007-2008,TRIGLY_E,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2009-2010,TRIGLY_F,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2013-2014,TRIGLY_H,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2015-2016,TRIGLY_I,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI,2017-2018,TRIGLY_J,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI ,2015-2016,TCHOL_I,,,,,,,
LBDHDD,1999-2000,Lab13,LBDHDL,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2001-2002,l13_b,LBDHDL,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2003-2004,l13_c,LBXHDD,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2005-2006,HDL_D,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2007-2008,HDL_E,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2009-2010,HDL_F,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2011-2012,HDL_G,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2013-2014,HDL_H,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2015-2016,HDL_I,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDD,2017-2018,HDL_J,,,Serum HDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDHDDSI ,1999-2000,Lab13,LBDHDLSI,,,,,,
LBDLDL,1999-2000,LAB13AM,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2001-2002,L13AM_B,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2003-2004,L13AM_C,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2005-2006,TRIGLY_D,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2007-2008,TRIGLY_E,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2009-2010,TRIGLY_F,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2011-2012,TRIGLY_G,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2013-2014,TRIGLY_H,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2015-2016,TRIGLY_I,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDL,2017-2018,TRIGLY_J,,,Serum LDL cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBDLDLSI,1999-2000,LAB13AM,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2003-2004,L13AM_C,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2005-2006,TRIGLY_D,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2007-2008,TRIGLY_E,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2009-2010,TRIGLY_F,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2011-2012,TRIGLY_G,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2013-2014,TRIGLY_H,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2015-2016,TRIGLY_I,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI,2017-2018,TRIGLY_J,,,Serum LDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,1999-2000,LAB18,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2003-2004,L40_C,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2007-2008,BIOPRO_E,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2009-2010,BIOPRO_F,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2011-2012,BIOPRO_G,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2015-2016,BIOPRO_I,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI,2017-2018,BIOPRO_J,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBXSCH,1999-2000,LAB18,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2003-2004,L40_C,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2005-2006,BIOPRO_D,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2007-2008,BIOPRO_E,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2009-2010,BIOPRO_F,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2011-2012,BIOPRO_G,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2013-2014,BIOPRO_H,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2015-2016,BIOPRO_I,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSCH,2017-2018,BIOPRO_J,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,1999-2000,LAB18,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2001-2002,L40_B,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2003-2004,L40_C,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2005-2006,BIOPRO_D,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2007-2008,BIOPRO_E,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2009-2010,BIOPRO_F,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2011-2012,BIOPRO_G,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2013-2014,BIOPRO_H,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2015-2016,BIOPRO_I,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXSTR,2017-2018,BIOPRO_J,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTC,1999-2000,Lab13,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2001-2002,l13_b,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2003-2004,l13_c,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2005-2006,TCHOL_D,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2007-2008,TCHOL_E,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2009-2010,TCHOL_F,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2011-2012,TCHOL_G,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2013-2014,TCHOL_H,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2015-2016,TCHOL_I,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTC,2017-2018,TCHOL_J,,,Serum total cholesterol (mg/dL),Cholesterol,Response,NA,NA
LBXTR,1999-2000,LAB13AM,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2001-2002,L13AM_B,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2003-2004,L13AM_C,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2005-2006,TRIGLY_D,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2007-2008,TRIGLY_E,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2009-2010,TRIGLY_F,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2011-2012,TRIGLY_G,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2013-2014,TRIGLY_H,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2015-2016,TRIGLY_I,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
LBXTR,2017-2018,TRIGLY_J,,,Serum triglycerides (mg/dL),Cholesterol,Response,NA,NA
WTSAF2YR,1999-2000,LAB13AM,,,2Yr AM(3-11) & fasting (12+) weights,Cholesterol,Response,NA,NA
WTSAF2YR,2001-2002,L13AM_B,,,2Yr AM(3-11) & fasting (12+) weights,Cholesterol,Response,NA,NA
WTSAF2YR,2003-2004,L13AM_C,,,2Yr AM(3-11) & fasting (12+) weights,Cholesterol,Response,NA,NA
WTSAF4YR,1999-2000,LAB13AM,,,4Yr AM(3-11) & fasting (12+) weights,Cholesterol,Response,NA,NA
WTSAF4YR,2001-2002,L13AM_B,,,4Yr AM(3-11) & fasting (12+) weights,Cholesterol,Response,NA,NA
LBDHDDSI1,2001-2002,l13_b,LBDHDLSI,,Serum HDL cholesterol:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI2,2001-2002,l13_2_b,LB2HDLSI,,Serum HDL cholesterol:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI1,2001-2002,L13AM_B,LBDLDLSI,,Serum LDL cholesterol:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDLDLSI2,2001-2002,l13_2_b,LB2LDLSI,,Serum LDL cholesterol:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI1,2001-2002,L40_B,LBDSCHSI,,Serum total cholesterol:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI2,2001-2002,L40_2_B,LB2SCHSI,,Serum total cholesterol:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI1,2001-2002,L40_B,LBDSTRSI,,Serum triglycerides:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI2,2001-2002,L40_2_B,LB2STRSI,,Serum triglycerides:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI1,2001-2002,l13_b,LBDTCSI,,Serum total cholesterol:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI2,2001-2002,l13_2_b,LB2TCSI,,Serum total cholesterol:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI1,2001-2002,L13AM_B,LBDTRSI,,Serum triglycerides:  SI replicate 1 (mmol/L),Cholesterol,Response,NA,NA
LBDTRSI2,2001-2002,l13_2_b,LB2TRSI ,,Serum triglycerides:  SI replicate 2 (mmol/L),Cholesterol,Response,NA,NA
LBXSCH1,2001-2002,L40_B,LBXSCH,,Serum total cholesterol replicate 1 (mg/dL),Cholesterol,Response,NA,NA
LBXSCH2,2001-2002,L40_2_B,LB2SCH,,Serum total cholesterol replicate 2 (mg/dL),Cholesterol,Response,NA,NA
LBDHDDSI,2003-2004,l13_c,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2005-2006,HDL_D,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2007-2008,HDL_E,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2009-2010,HDL_F,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2011-2012,HDL_G,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2013-2014,HDL_H,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2015-2016,HDL_I,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDHDDSI,2017-2018,HDL_J,,,Serum HDL cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSCHSI ,2005-2006,BIOPRO_D,,,,,,,
LBDSCHSI ,2013-2014,BIOPRO_H,,,,,,,
LBDBANO,1999-2000,LAB25,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2003-2004,L25_C,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2005-2006,CBC_D,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2007-2008,CBC_E,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2009-2010,CBC_F,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2011-2012,CBC_G,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2013-2014,CBC_H,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2015-2016,CBC_I,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDBANO,2017-2018,CBC_J,,,Basophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,1999-2000,LAB25,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2003-2004,L25_C,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2005-2006,CBC_D,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2007-2008,CBC_E,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2009-2010,CBC_F,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2011-2012,CBC_G,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2013-2014,CBC_H,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2015-2016,CBC_I,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDEONO,2017-2018,CBC_J,,,Eosinophils number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,1999-2000,LAB25,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2003-2004,L25_C,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2005-2006,CBC_D,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2007-2008,CBC_E,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2009-2010,CBC_F,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2011-2012,CBC_G,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2013-2014,CBC_H,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2015-2016,CBC_I,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDLYMNO,2017-2018,CBC_J,,,Lymphocyte number (Coulter) (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,1999-2000,LAB25,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2003-2004,L25_C,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2005-2006,CBC_D,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2007-2008,CBC_E,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2009-2010,CBC_F,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2011-2012,CBC_G,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2013-2014,CBC_H,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2015-2016,CBC_I,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDMONO,2017-2018,CBC_J,,,Monocyte number (1000 cells/uL),Complete Blood Count,Response,NA,NA
LBDNENO,1999-2000,LAB25,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2003-2004,L25_C,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2005-2006,CBC_D,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2007-2008,CBC_E,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2009-2010,CBC_F,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2011-2012,CBC_G,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2013-2014,CBC_H,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2015-2016,CBC_I,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBDNENO,2017-2018,CBC_J,,,Segmented neutrophils number (1000 cell/uL),Complete Blood Count,Response,NA,NA
LBXBAPCT,1999-2000,LAB25,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2003-2004,L25_C,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2005-2006,CBC_D,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2007-2008,CBC_E,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2009-2010,CBC_F,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2011-2012,CBC_G,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2013-2014,CBC_H,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2015-2016,CBC_I,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXBAPCT,2017-2018,CBC_J,,,Basophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,1999-2000,LAB25,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2003-2004,L25_C,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2005-2006,CBC_D,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2007-2008,CBC_E,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2009-2010,CBC_F,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2011-2012,CBC_G,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2013-2014,CBC_H,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2015-2016,CBC_I,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXEOPCT,2017-2018,CBC_J,,,Eosinophils percent (%),Complete Blood Count,Response,NA,NA
LBXHGB,1999-2000,LAB25,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2003-2004,L25_C,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2005-2006,CBC_D,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2007-2008,CBC_E,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2009-2010,CBC_F,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2011-2012,CBC_G,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2013-2014,CBC_H,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2015-2016,CBC_I,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXHGB,2017-2018,CBC_J,,,Hemoglobin (g/dL),Complete Blood Count,Response,NA,NA
LBXLYPCT,1999-2000,LAB25,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2003-2004,L25_C,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2005-2006,CBC_D,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2007-2008,CBC_E,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2009-2010,CBC_F,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2011-2012,CBC_G,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2013-2014,CBC_H,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2015-2016,CBC_I,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXLYPCT,2017-2018,CBC_J,,,Lymphocyte percent (Coulter) (%),Complete Blood Count,Response,NA,NA
LBXMC,1999-2000,LAB25,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2001-2002,L25_B,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2003-2004,L25_C,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2005-2006,CBC_D,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2007-2008,CBC_E,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2009-2010,CBC_F,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2011-2012,CBC_G,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2013-2014,CBC_H,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2015-2016,CBC_I,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMC,2017-2018,CBC_J,,,Mean cell hemoglobin concentration (g/dL),Complete Blood Count,Response,NA,NA
LBXMCHSI,1999-2000,LAB25,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2003-2004,L25_C,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2005-2006,CBC_D,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2007-2008,CBC_E,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2009-2010,CBC_F,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2011-2012,CBC_G,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2013-2014,CBC_H,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2015-2016,CBC_I,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCHSI,2017-2018,CBC_J,,,Mean cell hemoglobin (pg),Complete Blood Count,Response,NA,NA
LBXMCVSI,1999-2000,LAB25,,,Mean cell volume (fL),Complete Blood Count,Response,NA,NA
LBXMCVSI,2003-2004,L25_C,,,Mean cell volume (fL),Complete Blood Count,Response,NA,NA
LBXMCVSI,2005-2006,CBC_D,,,Mean cell volume (fL),Complete Blood Count,Response,NA,NA
LBXMCVSI,2007-2008,CBC_E,,,Mean cell volume (fL),Complete Blood Count,Response,NA,NA
